debug: disable
[GPIOTST] debug off
GPIO[0]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[210]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[211]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[212]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[213]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[214]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[215]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[216]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[217]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[218]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[219]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[220]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[221]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[222]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[223]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[224]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[225]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[226]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[227]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[228]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[229]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[230]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[231]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
